Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
1,Scottie Pippen,27,19,19,789,10.4,22.5,.465,0.2,1.2,.176,10.2,21.3,.481,.469,5.1,8.0,.638,2.5,6.5,9.1,7.4,2.8,0.9,4.9,4.3,26.2,102,105,,pippesc01
2,Michael Jordan,29,19,19,783,17.4,36.6,.475,1.9,5.0,.389,15.4,31.6,.489,.502,9.4,11.7,.805,2.2,6.6,8.9,7.9,2.7,1.2,3.1,4.0,46.1,119,105,Finals MVP-1,jordami01
3,Horace Grant,27,19,19,651,6.9,12.7,.546,0.0,0.0,,6.9,12.7,.546,.546,3.1,4.5,.685,5.1,7.9,13.0,3.7,1.9,1.9,1.4,5.0,16.9,127,105,,grantho01
4,B.J. Armstrong,25,19,19,643,7.4,14.2,.524,1.8,3.5,.512,5.7,10.7,.528,.586,1.7,1.9,.909,0.5,1.9,2.4,5.2,1.6,0.2,1.2,4.1,18.3,129,112,,armstbj01
5,Bill Cartwright,35,19,19,444,5.6,12.1,.465,0.0,0.0,,5.6,12.1,.465,.465,3.4,4.4,.778,3.4,7.0,10.4,3.5,1.3,0.4,1.6,6.2,14.7,116,108,,cartwbi01
6,Scott Williams,24,19,0,395,6.0,11.9,.506,0.0,0.3,.000,6.0,11.7,.518,.506,2.2,4.0,.552,5.5,9.7,15.2,3.6,1.0,2.3,3.3,8.0,14.3,105,105,,willisc01
7,John Paxson,32,19,0,331,5.7,9.8,.583,2.5,3.9,.625,3.3,5.9,.556,.708,1.3,1.8,.727,0.8,2.3,3.1,5.2,1.0,0.2,0.7,4.9,15.2,150,113,,paxsojo01
8,Stacey King,26,19,0,229,6.2,15.6,.394,0.0,0.0,,6.2,15.6,.394,.394,5.9,7.3,.806,4.7,4.7,9.5,3.3,2.1,0.9,3.3,9.0,18.2,103,107,,kingst01
9,Trent Tucker,33,19,0,208,5.0,12.0,.413,3.1,6.8,.462,1.8,5.2,.350,.543,0.8,1.6,.500,1.0,3.4,4.4,5.0,1.8,0.0,1.8,3.9,13.8,113,110,,tucketr01
10,Will Perdue,27,13,0,101,5.4,10.7,.500,0.0,0.0,,5.4,10.7,.500,.500,2.7,5.4,.500,8.1,8.1,16.1,2.7,0.5,1.1,4.3,9.7,13.4,101,108,,perduwi01
11,Rodney McCray,31,7,0,39,1.4,8.3,.167,0.0,0.0,,1.4,8.3,.167,.167,0.0,0.0,,2.8,15.3,18.1,7.0,0.0,1.4,5.6,5.6,2.8,55,104,,mccraro01
12,Darrell Walker,31,9,0,22,2.5,9.9,.250,0.0,0.0,,2.5,9.9,.250,.250,4.9,7.4,.667,0.0,2.5,2.5,12.3,0.0,0.0,2.5,0.0,9.9,99,115,,walkeda01
