Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
1,Michael Jordan,34,82,82,3181,14.9,32.1,.465,0.5,2.1,.238,14.4,30.0,.482,.473,9.6,12.2,.784,2.2,5.8,8.1,4.8,2.4,0.8,3.1,2.6,40.0,114,100,MVP-1DPOY-4ASNBA1DEF1,jordami01
2,Dennis Rodman,36,80,66,2856,2.9,6.8,.431,0.1,0.4,.174,2.9,6.4,.448,.436,1.2,2.1,.550,7.9,14.7,22.7,4.3,0.9,0.3,2.8,4.5,7.1,106,97,DPOY-5,rodmade01
3,Ron Harper,34,82,82,2284,6.9,15.7,.441,0.4,2.0,.190,6.5,13.7,.477,.453,3.8,5.1,.750,2.5,4.3,6.8,5.7,2.5,1.1,2.1,4.3,18.0,111,100,,harpero01
4,Toni Kukoč,29,74,52,2235,9.2,20.3,.455,1.5,4.2,.362,7.7,16.1,.480,.493,3.7,5.3,.708,2.9,5.0,7.9,7.6,1.8,0.9,3.7,3.6,23.7,109,101,,kukocto01
5,Luc Longley,29,58,58,1703,8.8,19.3,.455,0.0,0.0,,8.8,19.3,.455,.455,3.5,4.7,.736,3.6,7.2,10.8,5.1,1.1,2.0,4.1,6.5,21.0,99,100,,longllu01
6,Scottie Pippen,32,44,44,1652,10.3,23.0,.447,2.0,6.3,.318,8.3,16.7,.496,.491,4.9,6.3,.777,1.7,5.7,7.4,8.3,2.6,1.4,3.6,3.8,27.5,112,99,MVP-10DPOY-9NBA3DEF1,pippesc01
7,Randy Brown,29,71,6,1147,5.5,14.2,.384,0.0,0.2,.000,5.5,14.0,.391,.384,2.6,3.7,.718,1.6,2.8,4.4,7.1,3.3,0.6,3.0,5.5,13.5,96,100,,brownra02
8,Steve Kerr,32,50,0,1119,6.6,14.6,.454,2.7,6.3,.438,3.9,8.3,.465,.548,2.2,2.4,.918,0.7,3.0,3.7,4.6,1.3,0.2,1.3,3.4,18.1,124,105,,kerrst01
9,Scott Burrell,27,80,3,1096,7.8,18.4,.424,2.5,7.1,.354,5.3,11.4,.468,.492,2.3,3.1,.734,3.9,5.8,9.7,3.2,3.1,1.8,2.5,6.4,20.5,109,97,,burresc01
10,Jason Caffey,24,51,8,710,7.6,15.1,.503,0.0,0.1,.000,7.6,15.0,.505,.503,5.2,7.8,.660,5.8,7.4,13.1,2.7,1.0,1.3,3.6,7.0,20.4,108,101,,caffeja01
11,Jud Buechler,29,74,0,608,7.5,15.6,.483,2.2,5.8,.385,5.3,9.8,.541,.554,0.3,0.5,.500,2.1,4.7,6.8,4.3,2.0,1.3,1.9,4.2,17.6,115,101,,buechju01
12,Bill Wennington,34,48,8,467,8.7,19.9,.436,0.0,0.0,,8.7,19.9,.436,.436,2.0,2.4,.810,3.7,5.5,9.2,2.2,0.5,0.6,1.8,8.9,19.3,102,104,,wennibi01
13,Joe Kleine,36,46,1,397,5.3,14.4,.368,0.0,0.0,,5.3,14.4,.368,.368,2.0,2.4,.833,3.7,6.8,10.5,4.1,0.5,0.7,3.8,8.6,12.6,87,103,,kleinjo01
14,Dickey Simpkins,25,21,0,237,5.9,9.3,.634,0.0,0.2,.000,5.9,9.1,.650,.634,5.9,10.0,.591,1.8,5.2,7.1,3.9,0.9,0.7,3.0,8.0,17.7,117,103,,simpkdi01
15,Rusty LaRue,24,14,0,140,7.7,18.9,.408,1.5,6.2,.250,6.2,12.7,.485,.449,1.9,3.1,.625,0.4,2.7,3.1,1.9,1.2,0.4,2.3,4.6,18.9,95,105,,larueru01
16,Keith Booth,23,6,0,17,6.3,19.0,.333,0.0,3.2,.000,6.3,15.9,.400,.333,19.0,19.0,1.000,6.3,6.3,12.7,3.2,0.0,0.0,9.5,9.5,31.7,102,105,,boothke01
17,David Vaughn,24,3,0,6,9.0,9.0,1.000,0.0,0.0,,9.0,9.0,1.000,1.000,18.0,35.9,.500,0.0,9.0,9.0,0.0,0.0,0.0,0.0,9.0,35.9,143,103,,vaughda02
