Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
1,Michael Jordan,26,16,16,674,16.8,32.7,.514,1.2,3.8,.320,15.6,28.9,.540,.533,10.2,12.2,.836,1.8,7.0,8.8,8.4,3.5,1.1,4.3,4.1,45.1,120,102,,jordami01
2,Horace Grant,24,16,16,616,6.8,13.4,.509,0.0,0.2,.000,6.8,13.2,.516,.509,2.8,4.5,.623,6.1,7.2,13.4,3.4,1.5,1.5,2.2,4.3,16.4,115,106,,grantho01
3,Scottie Pippen,24,15,14,612,8.8,17.8,.495,0.8,2.6,.323,8.0,15.1,.525,.519,6.0,8.5,.710,2.8,6.3,9.1,7.0,2.6,1.6,4.1,5.2,24.4,111,104,,pippesc01
4,Bill Cartwright,32,16,16,462,5.6,13.6,.413,0.0,0.0,,5.6,13.6,.413,.413,3.2,4.8,.674,2.8,5.6,8.4,1.8,0.6,0.4,2.8,5.8,14.5,93,109,,cartwbi01
5,John Paxson,29,15,15,395,4.8,11.4,.425,0.5,1.2,.444,4.3,10.2,.423,.448,1.8,1.8,1.000,0.3,2.6,2.9,7.1,1.2,0.0,2.0,5.5,12.1,107,111,,paxsojo01
6,Stacey King,23,16,2,281,6.8,16.8,.407,0.0,0.2,.000,6.8,16.6,.411,.407,6.6,8.7,.766,3.1,6.3,9.4,1.7,1.1,1.5,3.1,5.9,20.3,100,107,,kingst01
7,Craig Hodges,29,16,1,254,5.7,15.1,.378,2.4,8.4,.293,3.3,6.7,.485,.459,0.6,0.8,.750,1.2,2.4,3.7,3.5,0.8,0.0,2.9,6.3,14.5,93,112,,hodgecr01
8,Ed Nealy,29,15,0,228,3.9,8.2,.472,0.0,0.2,.000,3.9,7.9,.486,.472,3.0,4.8,.619,3.6,8.2,11.8,1.1,2.3,0.2,1.6,10.2,10.7,109,104,,nealyed01
9,B.J. Armstrong,22,16,0,217,5.0,14.8,.339,0.0,1.0,.000,5.0,13.8,.362,.339,5.2,5.7,.917,0.7,4.1,4.8,6.9,2.4,0.0,2.9,5.2,15.3,97,107,,armstbj01
10,Will Perdue,24,13,0,78,8.6,18.6,.464,0.7,1.3,.500,8.0,17.3,.462,.482,8.6,11.9,.722,4.6,8.0,12.6,1.3,0.0,3.3,2.7,8.6,26.6,114,106,,perduwi01
11,Charles Davis,31,6,0,20,5.2,18.1,.286,0.0,2.6,.000,5.2,15.5,.333,.286,0.0,0.0,,7.8,0.0,7.8,2.6,0.0,0.0,2.6,12.9,10.4,80,115,,davisch02
12,Jeff Sanders,24,3,0,3,17.3,17.3,1.000,0.0,0.0,,17.3,17.3,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,200,115,,sandeje01
