Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
1,Michael Jordan,25,81,81,3255,14.7,27.3,.538,0.4,1.5,.276,14.3,25.8,.553,.546,10.2,12.1,.850,2.3,7.6,9.9,9.9,3.6,1.0,4.4,3.8,40.0,123,103,MVP-2DPOY-5ASNBA1DEF1,jordami01
2,Horace Grant,23,79,79,2809,7.1,13.8,.519,0.0,0.1,.000,7.1,13.7,.522,.519,2.5,3.5,.704,4.2,7.8,12.0,3.0,1.5,1.1,2.3,4.4,16.7,112,107,,grantho01
3,Scottie Pippen,23,73,56,2413,8.5,17.8,.476,0.4,1.6,.273,8.0,16.2,.496,.488,4.1,6.2,.668,2.8,6.3,9.1,5.2,2.9,1.3,4.1,5.4,21.5,102,105,,pippesc01
4,Bill Cartwright,31,78,76,2333,7.7,16.3,.475,0.0,0.0,,7.7,16.3,.475,.475,5.0,6.5,.766,3.2,7.8,11.0,1.9,0.4,0.9,4.0,5.0,20.5,100,109,,cartwbi01
5,John Paxson,28,78,20,1738,7.0,14.6,.480,1.3,3.8,.331,5.8,10.8,.532,.522,0.9,1.0,.861,0.4,2.3,2.7,8.8,1.5,0.2,2.0,4.6,16.1,114,112,,paxsojo01
6,Brad Sellers,26,80,25,1732,6.6,13.6,.485,0.1,0.2,.500,6.5,13.4,.485,.488,2.5,2.9,.851,2.4,4.1,6.5,2.8,1.0,2.0,2.1,5.0,15.7,108,110,,sellebr01
7,Sam Vincent,25,70,56,1703,8.0,16.4,.484,0.1,0.5,.118,7.9,16.0,.495,.486,3.1,3.7,.822,1.0,4.5,5.5,9.7,1.5,0.3,4.1,3.6,19.1,104,110,,vincesa01
8,Dave Corzine,32,81,7,1483,6.8,14.7,.461,0.1,0.3,.250,6.7,14.4,.465,.464,2.4,3.2,.740,3.1,7.4,10.5,3.4,1.0,1.5,3.1,4.5,16.0,99,108,,corzida01
9,Craig Hodges,28,49,6,1112,8.3,17.5,.475,3.2,7.5,.423,5.2,10.1,.513,.565,2.0,2.4,.849,0.9,2.8,3.7,6.1,1.8,0.2,2.3,3.6,21.8,117,111,,hodgecr01
10,Charles Davis,30,49,3,545,7.4,17.3,.426,0.4,1.4,.267,7.0,15.9,.440,.437,1.7,2.4,.731,4.3,6.1,10.4,2.8,1.0,0.5,2.0,5.3,16.8,101,110,,davisch02
11,Jack Haley,25,51,1,289,6.3,13.4,.474,0.0,0.0,,6.3,13.4,.474,.474,6.2,7.9,.783,3.6,8.6,12.2,1.7,1.9,0.0,4.5,9.6,18.8,100,107,,haleyja01
12,Will Perdue,23,30,0,190,7.6,18.8,.403,0.0,0.0,,7.6,18.8,.403,.403,2.1,3.6,.571,4.7,7.0,11.7,2.9,1.0,1.6,3.9,9.9,17.2,87,108,,perduwi01
13,Ed Nealy,28,13,0,94,2.6,3.7,.714,0.0,0.0,,2.6,3.7,.714,.714,0.5,1.1,.500,2.1,10.0,12.1,3.2,1.6,0.5,0.5,12.1,5.8,145,106,,nealyed01
14,Anthony Jones,26,8,0,65,3.8,11.4,.333,0.0,0.8,.000,3.8,10.7,.357,.333,1.5,1.5,1.000,3.0,3.0,6.1,3.0,1.5,0.8,0.8,5.3,9.1,99,111,,jonesan01
15,Dominic Pressley,24,3,0,17,2.9,17.5,.167,0.0,5.8,.000,2.9,11.6,.250,.167,0.0,0.0,,0.0,2.9,2.9,11.6,0.0,0.0,0.0,5.8,5.8,72,114,,pressdo01
16,David Wood,24,2,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,117,,woodda01
