Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
1,Richard Hamilton,23,63,57,2203,11.6,26.7,.435,0.4,1.0,.381,11.2,25.7,.438,.443,7.4,8.3,.890,1.8,3.5,5.3,4.2,0.9,0.3,3.3,3.4,31.1,105,111,,hamilri01
2,Chris Whitney,30,82,81,2171,6.9,16.4,.418,3.3,8.1,.406,3.6,8.3,.429,.518,3.9,4.4,.880,0.3,3.5,3.8,7.9,1.8,0.2,2.1,4.6,20.8,119,109,,whitnch01
3,Michael Jordan,38,60,53,2093,14.3,34.4,.416,0.3,1.4,.189,14.0,33.0,.426,.420,6.8,8.6,.790,1.3,7.5,8.8,8.0,2.2,0.7,4.2,3.1,35.7,99,105,MVP-13AS,jordami01
4,Popeye Jones,31,79,40,1920,6.3,14.4,.437,0.1,0.3,.364,6.2,14.1,.439,.441,3.0,3.7,.815,6.6,9.8,16.4,3.6,1.4,0.5,2.5,5.9,15.7,108,105,,jonespo01
5,Tyrone Nesby,26,70,9,1498,6.6,15.3,.435,0.5,1.7,.277,6.2,13.6,.455,.450,2.3,3.4,.688,3.8,7.7,11.5,3.3,2.2,0.8,1.8,5.9,16.1,105,104,,nesbyty01
6,Tyronn Lue,24,71,0,1458,8.3,19.4,.427,2.3,5.3,.447,5.9,14.1,.420,.488,1.8,2.3,.762,0.5,4.0,4.5,9.2,1.8,0.0,3.6,4.5,20.7,103,109,,luety01
7,Christian Laettner,32,57,48,1441,6.3,13.7,.464,0.1,0.4,.200,6.3,13.3,.472,.467,2.5,2.9,.868,2.8,8.6,11.4,5.7,2.3,0.9,3.2,4.9,15.2,103,104,,laettch01
8,Jahidi White,25,71,69,1346,6.1,11.3,.538,0.0,0.0,,6.1,11.3,.538,.538,3.4,6.2,.539,6.4,11.5,17.9,0.7,1.0,3.0,2.6,6.6,15.5,109,102,,whiteja01
9,Courtney Alexander,24,56,28,1325,9.1,19.4,.470,0.2,0.7,.278,8.9,18.7,.478,.476,4.0,5.0,.810,1.8,4.3,6.1,3.5,1.4,0.3,2.5,4.6,22.5,106,109,,alexaco02
10,Brendan Haywood,22,62,2,1266,4.7,9.5,.493,0.0,0.0,,4.7,9.5,.493,.493,4.2,6.9,.606,6.1,7.7,13.8,1.2,0.9,3.9,2.1,6.8,13.5,112,104,,haywobr01
11,Hubert Davis,31,51,17,1231,6.4,14.4,.448,2.5,5.6,.452,3.9,8.8,.445,.535,0.7,0.9,.762,0.3,3.1,3.4,4.7,1.2,0.1,1.9,2.6,16.1,109,111,,davishu01
12,Kwame Brown,19,57,3,817,6.3,16.2,.387,0.0,0.1,.000,6.3,16.1,.388,.387,4.7,6.6,.707,4.2,9.0,13.2,2.9,1.1,1.7,2.9,7.0,17.2,96,105,,brownkw01
13,Etan Thomas,23,47,0,618,7.1,13.3,.536,0.0,0.0,,7.1,13.3,.536,.536,3.6,6.5,.554,4.8,11.1,15.9,0.5,1.5,3.1,2.3,6.7,17.8,109,101,,thomaet01
14,Bobby Simmons,21,30,3,343,6.8,15.0,.453,0.6,2.2,.286,6.2,12.8,.481,.474,3.5,4.8,.733,4.0,4.3,8.2,2.7,2.1,0.8,2.2,4.9,17.7,108,107,,simmobo01
