Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
1,Kyle Macy,28,82,79,2426,5.7,11.7,.483,1.2,2.8,.411,4.5,8.9,.506,.532,1.4,1.8,.811,0.8,2.7,3.5,8.8,1.6,0.2,2.3,4.0,13.9,117,115,,macyky01
2,Sidney Green,25,80,68,2307,8.5,18.3,.465,0.0,0.2,.000,8.5,18.1,.469,.465,5.5,7.0,.782,4.3,9.4,13.7,2.9,1.5,0.8,4.6,6.1,22.4,102,110,,greensi02
3,Orlando Woolridge,26,70,59,2248,11.6,23.3,.495,0.1,0.5,.174,11.5,22.8,.502,.497,7.8,9.9,.788,3.2,4.3,7.5,4.6,1.0,1.0,3.7,4.0,31.0,114,114,,woolror01
4,Gene Banks,26,82,33,2139,8.0,15.5,.517,0.0,0.4,.000,8.0,15.1,.532,.517,4.1,5.7,.718,4.0,4.1,8.1,5.6,1.8,0.2,3.1,4.8,20.1,114,113,,banksge01
5,George Gervin,33,82,75,2065,12.1,25.6,.472,0.1,0.4,.211,12.0,25.2,.476,.474,6.6,7.5,.879,1.8,3.2,5.0,3.4,1.1,0.5,3.8,4.9,30.9,107,115,,gervige01
6,Charles Oakley,22,77,30,1772,7.6,14.7,.519,0.0,0.1,.000,7.6,14.6,.522,.519,4.8,7.3,.662,6.9,11.1,18.0,3.6,1.8,0.8,4.8,6.8,20.1,106,108,ROY-5,oaklech01
7,Dave Corzine,29,67,4,1709,7.2,14.6,.491,0.1,0.3,.250,7.1,14.3,.497,.494,3.6,4.8,.743,3.7,8.5,12.2,4.2,0.8,1.5,2.9,3.7,18.0,110,112,,corzida01
8,John Paxson,25,75,3,1570,4.7,10.1,.466,0.5,1.5,.300,4.2,8.5,.496,.489,2.3,2.8,.804,0.6,2.3,2.9,8.4,1.7,0.1,1.9,5.3,12.1,117,115,,paxsojo01
9,Jawann Oldham,28,52,47,1276,6.3,12.2,.517,0.0,0.0,.000,6.3,12.1,.519,.517,2.0,3.4,.582,4.2,7.3,11.5,1.4,1.1,5.1,3.2,7.8,14.6,100,108,,oldhaja01
10,Quintin Dailey,25,35,0,723,13.5,31.3,.432,0.0,0.5,.000,13.5,30.8,.439,.432,10.8,13.2,.823,1.3,3.2,4.5,4.5,1.5,0.3,4.5,5.7,37.9,105,115,,dailequ01
11,Michael Jordan,22,18,7,451,16.0,35.0,.457,0.3,1.9,.167,15.7,33.1,.474,.462,11.2,13.3,.840,2.5,4.4,6.8,5.7,3.9,2.2,4.8,4.9,43.5,109,107,AS,jordami01
12,Michael Holton,24,24,0,447,7.9,16.7,.471,0.1,1.1,.100,7.8,15.6,.497,.474,2.6,4.1,.632,1.1,2.2,3.2,5.2,2.5,0.0,2.5,4.3,18.4,104,114,,holtomi01
13,Mike Smrek,23,38,5,408,5.4,14.4,.377,0.0,0.2,.000,5.4,14.2,.383,.377,1.9,3.4,.552,5.4,7.5,13.0,2.2,0.7,2.7,3.4,11.2,12.7,88,111,,smrekmi01
14,Tony Brown,25,10,0,132,6.6,14.9,.439,0.0,0.7,.000,6.6,14.2,.462,.439,3.3,4.7,.692,1.8,4.0,5.8,5.1,1.8,0.4,1.5,5.8,16.4,110,113,,brownto01
15,Billy McKinney,30,9,0,83,5.8,13.3,.435,0.0,0.0,,5.8,13.3,.435,.435,1.2,1.2,1.000,0.6,2.3,2.9,7.5,1.7,0.0,1.2,5.2,12.8,111,115,,mckinbi01
16,Rod Higgins,26,5,0,81,5.3,13.7,.391,0.0,0.6,.000,5.3,13.1,.409,.391,3.0,3.6,.833,1.8,2.4,4.2,3.0,2.4,1.8,1.2,6.5,13.7,104,112,,higgiro01
17,Ron Brewer,30,4,0,18,8.0,24.1,.333,0.0,0.0,,8.0,24.1,.333,.333,2.7,2.7,1.000,0.0,0.0,0.0,0.0,0.0,0.0,5.3,2.7,18.7,68,120,,brewero01
