Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
1,Michael Jordan,22,3,3,135,17.4,34.5,.505,0.4,0.4,1.000,17.1,34.2,.500,.511,12.4,14.2,.872,1.8,5.1,6.9,6.2,2.5,1.5,5.1,4.7,47.6,116,119,,jordami01
2,Orlando Woolridge,26,3,3,135,9.1,22.5,.403,0.0,0.4,.000,9.1,22.2,.410,.403,4.7,5.5,.867,2.2,2.9,5.1,1.5,1.1,0.4,1.5,4.4,22.9,102,124,,woolror01
3,Dave Corzine,29,3,3,103,7.6,13.8,.552,0.0,0.0,,7.6,13.8,.552,.552,1.9,1.9,1.000,2.9,10.0,12.9,2.9,0.5,1.0,2.9,5.7,17.1,111,120,,corzida01
4,Charles Oakley,22,3,3,88,6.1,11.7,.524,0.0,0.0,,6.1,11.7,.524,.524,4.5,7.2,.615,5.6,11.2,16.7,1.7,3.3,1.1,2.8,7.2,16.7,112,113,,oaklech01
5,Kyle Macy,28,3,3,87,2.8,7.9,.357,0.6,2.3,.250,2.3,5.6,.400,.393,0.6,0.6,1.000,1.1,1.1,2.3,5.6,1.1,0.0,0.6,5.1,6.8,109,126,,macyky01
6,John Paxson,25,3,0,80,4.3,9.2,.467,0.0,0.0,,4.3,9.2,.467,.467,8.0,10.4,.765,0.0,0.0,0.0,3.1,1.8,0.0,1.8,5.5,16.6,119,125,,paxsojo01
7,Gene Banks,26,3,0,69,7.1,12.8,.556,0.0,1.4,.000,7.1,11.4,.625,.556,1.4,2.8,.500,2.8,4.3,7.1,3.6,0.7,0.0,2.8,7.1,15.6,107,124,,banksge01
8,Sidney Green,25,3,0,53,5.6,18.5,.300,0.0,0.0,,5.6,18.5,.300,.300,5.6,11.1,.500,6.5,4.6,11.1,0.0,0.9,0.9,2.8,8.3,16.7,83,123,,greensi02
9,George Gervin,33,2,0,11,0.0,4.5,.000,0.0,0.0,,0.0,4.5,.000,.000,0.0,0.0,,0.0,4.5,4.5,4.5,0.0,0.0,8.9,13.4,0.0,15,125,,gervige01
10,Mike Smrek,23,3,0,5,0.0,9.8,.000,0.0,0.0,,0.0,9.8,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.8,0.0,19.6,0.0,0,119,,smrekmi01
11,Jawann Oldham,28,1,0,4,0.0,12.3,.000,0.0,0.0,,0.0,12.3,.000,.000,0.0,0.0,,12.3,12.3,24.5,0.0,0.0,0.0,12.3,0.0,0.0,32,121,,oldhaja01
