Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
1,LeBron James,33,22,22,922,15.6,29.0,.539,2.2,6.5,.342,13.4,22.5,.596,.577,9.0,12.1,.746,1.8,9.6,11.4,11.3,1.7,1.3,5.3,3.0,42.5,121,109,,jamesle01
2,J.R. Smith,32,22,21,706,4.8,13.9,.348,3.3,8.9,.367,1.6,5.0,.313,.465,1.3,1.6,.773,0.7,3.7,4.5,1.9,1.6,0.3,1.4,4.0,14.2,98,113,,smithjr01
3,Kevin Love,29,21,21,660,8.7,22.1,.392,2.9,8.4,.340,5.8,13.7,.424,.457,4.7,5.1,.922,3.9,13.2,17.1,2.7,1.2,0.6,3.3,4.6,24.8,104,109,,loveke01
4,George Hill,31,19,18,557,5.5,12.3,.450,1.5,4.8,.314,4.0,7.5,.538,.511,3.9,5.0,.774,1.2,2.6,3.9,4.0,0.9,0.8,2.1,4.9,16.5,113,115,,hillge01
5,Jeff Green,31,22,2,523,5.8,14.2,.408,2.1,7.0,.300,3.7,7.2,.514,.482,3.3,4.6,.717,0.7,4.6,5.3,3.2,0.7,1.5,1.7,3.6,17.0,107,113,,greenje02
6,Kyle Korver,36,22,11,505,6.1,14.6,.418,4.7,11.3,.413,1.5,3.3,.438,.578,2.0,2.3,.864,0.6,4.8,5.4,2.0,0.9,0.9,1.5,4.6,18.9,117,113,,korveky01
7,Tristan Thompson,26,19,11,416,6.2,10.5,.590,0.0,0.1,.000,6.2,10.3,.598,.590,2.5,3.4,.741,5.5,8.6,14.1,1.4,0.3,1.0,1.4,3.3,14.9,130,113,,thomptr01
8,Larry Nance Jr.,25,20,0,307,7.0,10.2,.683,0.0,0.2,.000,7.0,10.1,.695,.683,2.4,5.3,.452,6.0,9.4,15.4,3.1,2.7,2.4,2.0,6.0,16.4,130,105,,nancela02
9,Jordan Clarkson,25,19,0,286,6.8,22.5,.301,2.0,8.4,.239,4.8,14.1,.338,.346,0.9,1.1,.833,1.6,4.2,5.9,2.4,1.5,0.5,2.4,3.8,16.5,77,113,,clarkjo01
10,Rodney Hood,25,17,1,260,7.9,18.5,.424,0.8,4.8,.167,7.1,13.7,.515,.446,1.8,2.4,.750,1.4,4.8,6.2,3.6,1.0,0.8,2.6,6.0,18.3,94,113,,hoodro01
11,José Calderón,36,13,3,104,4.5,13.1,.346,2.0,9.1,.222,2.5,4.0,.625,.423,1.0,1.0,1.000,1.0,4.5,5.5,4.5,2.5,0.0,2.5,7.6,12.1,92,111,,caldejo01
12,Cedi Osman,22,14,0,62,5.1,15.2,.333,0.8,5.9,.143,4.2,9.3,.455,.361,0.8,3.4,.250,0.8,5.1,5.9,2.5,2.5,0.0,0.0,4.2,11.8,86,111,,osmande01
13,Ante Žižić,21,8,0,23,11.4,22.8,.500,0.0,0.0,,11.4,22.8,.500,.500,6.8,13.7,.500,2.3,11.4,13.7,2.3,0.0,2.3,4.6,4.6,29.6,95,110,,zizican01
