Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
1,Anthony Davis,26,21,21,769,13.2,23.0,.571,1.5,3.8,.383,11.7,19.2,.609,.603,9.6,11.5,.832,3.5,9.6,13.1,4.7,1.7,1.9,3.4,3.6,37.3,130,107,,davisan02
2,LeBron James,35,21,21,762,13.9,24.7,.560,2.8,7.7,.370,11.0,17.0,.646,.618,7.0,9.7,.720,1.8,12.8,14.6,11.9,1.7,1.2,5.4,2.6,37.6,124,106,Finals MVP-1,jamesle01
3,Kentavious Caldwell-Pope,26,21,21,608,6.4,15.3,.418,3.7,9.7,.378,2.8,5.7,.486,.537,1.8,2.2,.815,0.6,2.9,3.6,2.3,1.7,0.3,1.2,3.2,18.3,113,112,,caldwke01
4,Danny Green,32,21,21,525,5.5,16.0,.347,3.7,10.8,.339,1.9,5.2,.364,.462,0.9,1.4,.667,2.3,3.9,6.2,2.4,1.9,1.5,1.1,4.5,15.7,105,109,,greenda02
5,Alex Caruso,25,21,1,510,4.6,10.9,.425,1.6,5.9,.279,3.0,5.0,.596,.500,2.3,2.9,.800,1.5,3.2,4.6,5.7,2.2,1.2,3.0,5.3,13.3,107,109,,carusal01
6,Kyle Kuzma,24,21,0,484,7.8,18.2,.430,2.7,8.5,.313,5.2,9.8,.531,.503,3.0,3.8,.784,1.8,4.8,6.6,1.7,0.6,0.7,2.1,5.1,21.3,106,113,,kuzmaky01
7,Rajon Rondo,33,16,0,395,6.9,15.1,.455,2.5,6.2,.400,4.4,8.9,.493,.537,1.6,2.4,.684,1.6,7.0,8.6,13.1,2.7,0.2,4.2,4.5,17.9,115,108,,rondora01
8,Markieff Morris,30,21,2,385,5.6,12.6,.449,3.7,8.8,.420,1.9,3.7,.517,.597,0.9,1.2,.778,1.5,6.7,8.2,2.6,0.8,0.4,2.2,6.9,15.9,113,112,,morrima02
9,Dwight Howard,34,18,7,282,6.8,10.0,.684,0.2,0.3,.500,6.6,9.6,.691,.693,4.4,7.9,.556,5.6,8.9,14.5,1.6,1.4,1.4,2.8,9.6,18.2,125,108,,howardw01
10,JaVale McGee,32,14,11,135,7.3,11.7,.625,0.0,0.7,.000,7.3,11.0,.667,.625,0.4,0.7,.500,5.8,10.2,16.1,2.6,0.7,3.7,3.3,8.0,15.0,115,106,,mcgeeja01
11,J.R. Smith,34,10,0,75,4.6,17.1,.269,3.9,14.5,.273,0.7,2.6,.250,.385,0.0,0.0,,0.0,2.0,2.0,2.0,1.3,0.0,4.6,7.2,13.2,67,114,,smithjr01
12,Dion Waiters,28,5,0,38,5.2,15.6,.333,0.0,5.2,.000,5.2,10.4,.500,.333,2.6,2.6,1.000,0.0,2.6,2.6,2.6,1.3,1.3,1.3,2.6,13.0,86,112,,waitedi01
13,Jared Dudley,34,9,0,31,0.0,6.4,.000,0.0,4.8,.000,0.0,1.6,.000,.000,0.0,0.0,,0.0,3.2,3.2,0.0,6.4,1.6,3.2,3.2,0.0,0,100,,dudleja01
14,Quinn Cook,26,6,0,24,10.3,20.6,.500,4.1,8.2,.500,6.2,12.3,.500,.600,2.1,2.1,1.000,0.0,2.1,2.1,10.3,0.0,0.0,2.1,2.1,26.7,131,117,,cookqu01
15,Talen Horton-Tucker,19,2,0,17,17.4,34.8,.500,5.8,14.5,.400,11.6,20.3,.571,.583,0.0,0.0,,0.0,14.5,14.5,0.0,5.8,0.0,0.0,11.6,40.6,112,97,,hortota01
