Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
1,Kyrie Irving,22,75,75,2730,11.0,23.5,.468,3.0,7.2,.415,8.0,16.3,.491,.532,6.0,7.0,.863,1.0,3.5,4.5,7.4,2.2,0.4,3.5,2.8,31.0,117,108,ASNBA3,irvinky01
2,Kevin Love,26,75,75,2532,8.5,19.5,.434,3.0,8.0,.367,5.5,11.5,.480,.509,5.3,6.6,.804,2.9,12.1,15.0,3.4,1.0,0.8,2.5,2.9,25.2,115,105,,loveke01
3,LeBron James,30,69,69,2493,13.0,26.7,.488,2.5,7.1,.354,10.5,19.6,.536,.535,7.8,11.0,.710,1.1,7.6,8.7,10.7,2.3,1.0,5.7,2.8,36.3,112,105,MVP-3DPOY-13ASNBA1,jamesle01
4,Tristan Thompson,23,82,15,2194,6.3,11.6,.547,0.0,0.0,,6.3,11.6,.547,.547,3.8,5.9,.641,6.5,9.1,15.6,0.9,0.8,1.4,2.0,4.5,16.4,121,106,6MOY-5,thomptr01
5,J.R. Smith,29,46,45,1461,7.6,17.9,.425,4.7,12.0,.390,3.0,6.0,.494,.555,1.0,1.2,.818,0.9,4.8,5.7,4.1,2.3,0.6,1.9,4.2,20.9,113,107,,smithjr01
6,Matthew Dellavedova,24,67,13,1380,4.2,11.6,.362,2.6,6.3,.407,1.6,5.3,.307,.472,1.1,1.4,.763,1.4,3.4,4.7,7.7,0.9,0.1,2.3,5.7,12.0,109,111,,dellama01
7,Timofey Mozgov,28,46,45,1148,8.9,15.1,.590,0.0,0.0,,8.9,15.1,.590,.590,4.2,5.9,.708,5.1,9.4,14.4,1.8,0.8,2.5,3.1,5.1,22.0,117,105,,mozgoti01
8,Shawn Marion,36,57,24,1101,5.6,12.6,.446,0.6,2.2,.261,5.1,10.4,.484,.468,1.2,1.6,.765,3.0,6.5,9.5,2.4,1.3,1.3,1.6,2.7,13.0,106,107,,mariosh01
9,Iman Shumpert,24,38,1,920,5.9,14.5,.410,2.5,7.3,.338,3.4,7.1,.484,.496,1.0,1.5,.667,1.9,6.2,8.1,3.2,2.9,0.7,2.8,4.0,15.4,99,104,,shumpim01
10,Dion Waiters,23,33,3,786,9.1,22.6,.404,1.5,5.7,.256,7.7,16.9,.453,.436,3.1,4.0,.783,0.8,3.0,3.8,4.9,2.9,0.7,3.3,3.9,22.8,95,106,,waitedi01
11,Mike Miller,34,52,15,701,2.7,8.5,.325,2.4,7.3,.327,0.4,1.2,.313,.465,0.2,0.3,.750,0.3,6.5,6.7,3.4,1.0,0.3,1.7,5.5,8.1,96,109,,millemi01
12,James Jones,34,57,2,669,5.7,15.6,.368,4.9,13.6,.360,0.9,2.0,.423,.525,3.0,3.6,.848,0.7,4.1,4.8,1.9,1.0,0.6,1.0,5.2,19.4,117,110,,jonesja02
13,Anderson Varejão,32,26,26,636,9.1,16.3,.555,0.0,0.2,.000,9.1,16.2,.561,.555,2.7,3.7,.733,4.7,9.2,13.9,2.9,1.6,1.3,2.9,4.7,20.8,114,105,,varejan01
14,Joe Harris,23,51,1,493,5.1,12.7,.400,3.3,8.9,.369,1.8,3.8,.472,.529,0.9,1.6,.600,0.7,3.6,4.3,2.7,0.7,0.2,2.8,6.5,14.3,97,111,,harrijo01
15,Kendrick Perkins,30,17,0,167,6.2,12.8,.488,0.0,0.0,,6.2,12.8,.488,.488,1.2,2.5,.500,3.4,9.3,12.8,2.5,0.6,1.2,6.5,8.4,13.7,78,106,,perkike01
16,Brendan Haywood,35,22,1,119,6.1,13.1,.467,0.0,0.0,,6.1,13.1,.467,.467,3.1,5.7,.538,2.6,10.0,12.7,0.9,0.9,4.4,4.4,7.4,15.3,85,102,,haywobr01
17,A.J. Price,28,11,0,87,5.4,20.3,.265,0.0,6.6,.000,5.4,13.7,.391,.265,2.4,3.6,.667,2.4,6.6,9.0,7.8,1.8,0.0,1.8,0.6,13.1,83,108,,priceaj01
18,Lou Amundson,32,12,0,79,2.6,7.9,.333,0.0,0.0,,2.6,7.9,.333,.333,2.0,3.3,.600,3.3,9.9,13.2,3.3,0.7,0.0,3.3,7.2,7.2,84,107,,amundlo01
19,Will Cherry,23,8,0,69,3.8,14.3,.263,1.5,6.8,.222,2.3,7.5,.300,.316,2.3,4.5,.500,0.8,3.0,3.8,6.0,4.5,0.8,3.0,7.5,11.3,80,103,,cherrwi01
20,Alex Kirk,23,5,0,14,3.7,14.9,.250,0.0,0.0,,3.7,14.9,.250,.250,7.4,7.4,1.000,3.7,0.0,3.7,3.7,0.0,0.0,0.0,3.7,14.9,112,115,,kirkal01
