Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
1,Austin Reaves,26,73,73,2550,9.2,20.0,.460,3.9,10.2,.377,5.3,9.8,.547,.556,6.2,7.1,.877,1.2,5.2,6.3,8.1,1.6,0.4,3.4,2.9,28.5,122,117,,reaveau01
2,LeBron James,40,70,70,2444,13.1,25.6,.513,3.0,8.0,.376,10.1,17.6,.574,.571,5.2,6.7,.782,1.4,9.5,11.0,11.6,1.4,0.8,5.2,2.0,34.4,117,114,MVP-6CPOY-7ASNBA2,jamesle01
3,Rui Hachimura,26,59,57,1869,7.7,15.2,.509,2.7,6.5,.413,5.0,8.7,.581,.597,2.3,3.0,.770,2.1,5.7,7.8,2.2,1.2,0.7,1.3,2.8,20.4,123,117,,hachiru01
4,Gabe Vincent,28,72,11,1527,5.4,13.5,.400,3.5,10.0,.353,1.9,3.6,.532,.530,0.5,0.7,.714,0.6,2.3,3.0,3.2,1.6,0.4,1.3,4.9,14.8,108,118,,vincega01
5,Dalton Knecht,23,78,16,1494,8.5,18.3,.461,4.2,11.2,.376,4.2,7.1,.594,.576,2.1,2.8,.762,1.2,5.9,7.1,2.2,0.8,0.3,1.2,3.1,23.2,117,118,,knechda01
6,Anthony Davis,31,42,42,1440,13.7,25.9,.528,1.0,3.2,.298,12.7,22.7,.560,.546,8.6,11.0,.788,4.1,13.0,17.0,4.8,1.8,3.1,3.2,2.8,36.9,120,108,AS,davisan02
7,Dorian Finney-Smith,31,43,20,1239,4.8,11.0,.442,3.3,8.2,.398,1.6,2.8,.571,.591,0.6,0.8,.714,1.9,4.2,6.2,2.3,1.6,0.4,1.5,3.3,13.5,116,117,,finnedo01
8,Max Christie,21,46,25,1154,5.5,12.3,.444,2.6,6.9,.368,2.9,5.3,.544,.549,3.2,3.7,.851,1.1,4.2,5.2,2.8,1.5,0.9,1.7,3.1,16.6,117,117,,chrisma02
9,Jaxson Hayes,24,56,35,1093,7.2,10.0,.722,0.0,0.1,.000,7.2,9.9,.732,.722,2.7,4.4,.622,3.5,8.6,12.1,2.6,1.4,2.3,1.9,6.1,17.2,135,112,,hayesja02
10,Luka Dončić,25,28,28,984,12.2,27.9,.438,5.1,13.4,.379,7.1,14.5,.493,.530,9.8,12.4,.791,1.2,10.1,11.3,10.5,2.2,0.6,5.2,3.4,39.4,116,112,,doncilu01
