Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
1,LeBron James,29,77,77,2902,13.9,24.5,.567,2.1,5.5,.379,11.8,19.0,.622,.610,8.0,10.6,.750,1.5,8.2,9.7,8.8,2.2,0.5,4.9,2.3,37.9,121,105,MVP-2DPOY-6ASNBA1DEF2,jamesle01
2,Chris Bosh,29,79,79,2531,10.2,19.8,.516,1.5,4.5,.339,8.7,15.3,.569,.555,4.6,5.7,.820,2.0,8.8,10.9,1.8,1.7,1.6,2.6,4.0,26.6,112,104,AS,boshch01
3,Mario Chalmers,27,73,73,2178,6.1,13.5,.454,2.1,5.5,.385,4.0,8.1,.500,.531,2.9,3.9,.742,1.0,4.2,5.2,8.6,2.9,0.4,3.9,5.1,17.3,108,106,,chalmma01
4,Norris Cole,25,82,6,2014,5.4,13.1,.414,1.6,4.5,.345,3.8,8.5,.451,.474,1.4,1.8,.779,0.4,3.7,4.2,6.5,2.0,0.1,3.3,4.1,13.8,96,108,,coleno01
5,Ray Allen,38,73,9,1936,6.5,14.8,.442,3.2,8.4,.375,3.4,6.4,.530,.549,2.9,3.2,.905,0.6,4.9,5.6,3.9,1.5,0.2,2.3,3.1,19.1,111,109,,allenra02
6,Dwyane Wade,32,54,53,1775,12.3,22.6,.545,0.3,0.9,.281,12.0,21.6,.557,.551,5.6,7.6,.733,1.8,5.4,7.1,7.5,2.3,0.9,4.8,3.1,30.5,110,106,AS,wadedw01
7,Shane Battier,35,73,56,1468,3.8,9.9,.382,2.6,7.5,.348,1.1,2.3,.492,.515,0.5,0.8,.652,1.2,3.7,4.9,2.3,1.8,1.4,0.8,4.4,10.7,110,108,,battish01
8,Chris Andersen,35,72,0,1396,6.7,10.4,.644,0.1,0.5,.250,6.6,9.9,.662,.649,4.5,6.4,.710,4.9,9.4,14.3,0.7,1.2,3.7,2.0,6.1,18.0,130,102,6MOY-11,anderch01
9,Rashard Lewis,34,60,6,971,5.3,12.8,.415,2.5,7.3,.343,2.8,5.5,.510,.513,1.4,1.8,.788,1.3,4.7,6.0,3.1,2.9,0.4,1.9,4.9,14.5,105,106,,lewisra02
10,Michael Beasley,25,55,2,831,11.2,22.5,.499,1.3,3.4,.389,9.9,19.1,.518,.528,3.9,5.0,.772,2.0,8.9,10.9,2.7,1.5,1.3,3.6,5.9,27.6,103,105,,beaslmi01
11,Udonis Haslem,33,46,18,653,6.0,11.8,.507,0.0,0.0,,6.0,11.8,.507,.507,2.0,3.5,.568,3.4,10.7,14.1,1.0,0.9,1.2,1.9,6.4,13.9,104,105,,hasleud01
12,Toney Douglas,27,27,17,410,5.3,13.3,.394,1.5,5.5,.279,3.7,7.8,.475,.452,2.6,3.3,.769,1.8,6.0,7.8,6.3,1.7,0.4,2.3,6.0,14.6,106,107,,douglto01
13,Roger Mason,33,25,2,260,5.1,13.6,.373,3.4,9.7,.354,1.6,3.8,.421,.500,1.4,1.4,1.000,0.2,4.3,4.5,3.8,1.2,0.2,1.8,5.3,15.0,104,110,,masonro01
14,James Jones,33,20,6,236,6.9,15.2,.456,6.2,12.0,.519,0.7,3.1,.214,.662,1.6,2.5,.636,0.4,4.7,5.1,2.0,0.7,0.9,0.9,1.3,21.6,127,110,,jonesja02
15,Greg Oden,26,23,6,212,6.7,12.2,.551,0.0,0.0,,6.7,12.2,.551,.551,3.2,5.7,.565,5.7,7.7,13.4,0.2,1.7,3.2,3.0,12.9,16.6,107,102,,odengr01
16,Justin Hamilton,23,7,0,68,7.0,15.5,.450,2.3,7.0,.333,4.6,8.5,.545,.525,3.9,3.9,1.000,3.1,2.3,5.4,0.0,3.1,0.0,2.3,6.2,20.1,110,107,,hamilju01
17,Joel Anthony,31,12,0,37,2.8,8.5,.333,0.0,0.0,,2.8,8.5,.333,.333,2.8,2.8,1.000,2.8,7.1,10.0,0.0,0.0,5.7,1.4,5.7,8.5,94,104,,anthojo01
18,DeAndre Liggins,25,1,0,1,52.6,52.6,1.000,0.0,0.0,,52.6,52.6,1.000,1.000,0.0,0.0,,52.6,0.0,52.6,0.0,0.0,0.0,0.0,0.0,105.3,205,116,,liggide01
