Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
1,LeBron James,19,79,79,3122,10.5,25.3,.417,1.1,3.7,.290,9.5,21.6,.438,.438,5.9,7.8,.754,1.7,5.6,7.3,7.9,2.2,1.0,4.6,2.5,28.0,99,104,MVP-9ROY-1,jamesle01
2,Carlos Boozer,22,75,75,2592,9.6,18.3,.523,0.0,0.1,.167,9.6,18.2,.526,.524,4.5,5.8,.768,4.7,12.8,17.5,3.0,1.5,1.1,2.7,4.1,23.7,113,101,,boozeca01
3,Zydrunas Ilgauskas,28,81,81,2539,9.7,20.1,.483,0.0,0.1,.286,9.7,19.9,.484,.484,6.3,8.4,.746,5.8,7.8,13.6,2.3,0.8,4.2,3.4,5.8,25.7,109,103,,ilgauzy01
4,Kevin Ollie,31,82,7,1401,3.6,9.7,.370,0.2,0.3,.444,3.4,9.4,.367,.377,5.5,6.6,.835,0.9,5.5,6.4,8.8,1.9,0.3,3.1,4.5,12.9,106,106,,ollieke01
5,Eric Williams,31,50,36,1373,5.9,16.2,.366,0.9,3.7,.253,5.0,12.5,.399,.394,5.3,6.7,.787,1.7,5.7,7.4,3.7,1.8,0.3,2.2,4.9,18.0,101,106,,willier01
6,Ira Newble,29,64,25,1245,4.6,11.7,.391,0.1,0.8,.105,4.5,10.9,.412,.395,1.5,2.0,.783,2.8,3.8,6.6,3.1,1.1,0.8,2.3,4.6,10.8,91,108,,newblir01
7,Jeff McInnis,29,31,31,1096,6.7,16.0,.417,1.5,3.9,.388,5.2,12.1,.426,.464,2.7,3.2,.836,0.8,3.1,4.0,11.3,1.7,0.2,2.8,3.3,17.5,109,108,,mcinnje01
8,Tony Battie,27,50,1,977,6.2,14.4,.427,0.1,0.4,.125,6.1,14.0,.436,.429,2.3,3.0,.768,4.3,8.8,13.0,2.0,1.0,2.5,2.1,5.6,14.7,99,103,,battito01
9,Darius Miles,22,37,16,888,8.5,19.7,.432,0.3,1.8,.167,8.2,17.9,.458,.440,2.3,4.3,.542,2.9,7.1,9.9,4.8,1.5,1.6,3.3,5.0,19.6,93,104,,milesda01
10,Ricky Davis,24,22,22,796,8.9,20.6,.431,1.1,3.2,.354,7.8,17.5,.445,.458,3.4,5.0,.680,1.2,6.8,8.0,7.4,1.7,0.5,4.5,3.4,22.3,95,105,6MOY-14,davisri01
11,DeSagana Diop,22,56,3,730,4.1,10.6,.388,0.0,0.0,,4.1,10.6,.388,.388,0.9,1.4,.600,5.2,9.2,14.4,2.5,1.9,3.7,2.1,8.4,9.1,93,100,,diopde01
12,Dajuan Wagner,20,44,4,708,8.4,22.8,.366,2.3,6.4,.360,6.0,16.4,.368,.417,2.4,3.5,.681,0.7,3.7,4.3,3.8,1.9,0.5,3.1,6.6,21.4,89,107,,wagneda02
13,Kedrick Brown,22,34,16,561,6.8,14.6,.465,2.4,6.3,.388,4.3,8.3,.523,.548,0.8,1.3,.643,2.2,5.2,7.3,3.7,1.2,0.5,1.6,4.0,16.9,114,107,,brownke01
14,Jason Kapono,22,41,3,427,6.4,16.0,.403,2.6,5.4,.477,3.8,10.5,.365,.484,2.5,3.0,.833,2.4,4.5,6.8,1.7,1.6,0.2,2.6,5.1,17.9,101,107,,kaponja01
15,J.R. Bremer,23,31,2,403,5.1,18.0,.285,2.5,8.7,.288,2.6,9.3,.282,.354,1.7,2.6,.650,0.9,3.4,4.3,5.1,2.4,0.5,2.5,3.5,14.4,84,106,,bremejr01
16,Lee Nailon,28,22,4,397,9.7,21.6,.451,0.0,0.4,.000,9.7,21.2,.459,.451,3.2,4.0,.800,4.0,4.8,8.8,2.3,0.5,0.1,2.8,4.8,22.6,99,109,,nailole01
17,Chris Mihm,24,22,1,391,8.0,17.2,.465,0.0,0.0,,8.0,17.2,.465,.465,4.6,6.5,.708,6.4,12.6,18.9,1.4,1.2,3.0,3.4,7.8,20.5,102,99,,mihmch01
18,Mateen Cleaves,26,4,2,92,4.0,13.2,.304,0.0,0.6,.000,4.0,12.6,.318,.304,0.6,1.1,.500,0.6,3.4,4.0,10.9,2.3,1.1,2.9,7.5,8.6,82,105,,cleavma01
19,Michael Stewart,28,8,2,76,2.1,4.9,.429,0.0,0.0,,2.1,4.9,.429,.429,1.4,1.4,1.000,3.5,9.0,12.5,0.0,0.7,5.6,0.7,14.6,5.6,115,100,,stewami01
20,Bruno Šundov,23,4,0,29,5.5,16.4,.333,0.0,0.0,,5.5,16.4,.333,.333,5.5,10.9,.500,3.6,14.6,18.2,0.0,0.0,0.0,5.5,12.8,16.4,71,103,,sundobr01
21,Jelani McCoy,26,2,0,12,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,4.4,13.2,17.6,0.0,0.0,0.0,4.4,17.6,0.0,42,104,,mccoyje01
