Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
1,LeBron James,28,76,76,2877,14.1,24.9,.565,1.9,4.7,.406,12.2,20.2,.602,.603,7.4,9.8,.753,1.8,9.4,11.2,10.1,2.4,1.2,4.2,2.0,37.5,125,101,MVP-1DPOY-2ASNBA1DEF1,jamesle01
2,Chris Bosh,28,74,74,2454,10.5,19.6,.535,0.5,1.6,.284,10.0,18.0,.557,.546,5.2,6.5,.798,2.8,8.0,10.8,2.7,1.4,2.2,2.8,3.6,26.6,114,103,AS,boshch01
3,Dwyane Wade,31,69,69,2391,12.6,24.2,.521,0.4,1.5,.258,12.2,22.7,.537,.528,6.8,9.4,.725,1.9,5.7,7.6,7.8,2.8,1.2,4.3,3.1,32.4,112,103,MVP-10DPOY-16ASNBA3,wadedw01
4,Mario Chalmers,26,77,77,2068,5.8,13.5,.429,3.1,7.7,.409,2.7,5.8,.456,.545,2.3,2.9,.795,0.5,3.9,4.4,7.0,3.0,0.3,3.0,5.0,17.1,110,104,,chalmma01
5,Ray Allen,37,79,0,2035,7.6,16.9,.449,3.6,8.6,.419,4.0,8.3,.480,.555,3.6,4.1,.886,1.0,4.6,5.6,3.5,1.7,0.4,2.7,3.4,22.5,112,107,,allenra02
6,Shane Battier,34,72,20,1786,4.5,10.7,.420,4.0,9.4,.430,0.5,1.4,.348,.608,0.9,1.1,.842,1.1,3.8,4.9,2.1,1.2,1.6,1.0,4.4,14.0,122,107,6MOY-12,battish01
7,Norris Cole,24,80,4,1590,6.0,14.2,.421,1.2,3.3,.357,4.8,10.9,.440,.462,1.7,2.7,.650,0.6,3.7,4.3,5.5,1.9,0.2,3.5,5.2,14.8,93,107,,coleno01
8,Udonis Haslem,32,75,59,1414,4.8,9.4,.514,0.0,0.0,,4.8,9.4,.514,.514,1.2,1.7,.711,3.6,11.5,15.1,1.4,1.1,0.6,1.7,6.5,10.9,110,103,,hasleud01
9,Mike Miller,32,59,17,900,5.9,13.6,.433,4.3,10.3,.417,1.6,3.3,.482,.591,0.5,0.6,.727,1.1,8.2,9.2,5.8,1.2,0.2,2.1,3.7,16.5,117,105,,millemi01
10,Rashard Lewis,33,55,9,792,6.9,16.6,.414,3.4,8.8,.389,3.5,7.9,.441,.516,1.9,3.0,.622,1.3,6.8,8.1,2.0,1.4,0.9,2.2,4.5,19.1,101,105,,lewisra02
11,Chris Andersen,34,42,0,624,6.0,10.4,.577,0.2,0.3,.667,5.9,10.2,.575,.585,5.3,7.9,.677,4.8,9.8,14.6,1.4,1.4,3.7,2.0,7.6,17.6,125,100,,anderch01
12,Joel Anthony,30,62,3,566,3.3,6.4,.515,0.0,0.0,,3.3,6.4,.515,.515,1.6,2.6,.607,4.2,6.5,10.8,1.2,1.2,3.9,2.1,4.6,8.1,108,103,,anthojo01
13,James Jones,32,38,0,221,5.0,14.6,.344,3.8,12.7,.302,1.2,1.9,.625,.475,0.5,1.0,.500,0.0,5.3,5.3,3.1,0.5,1.4,0.7,3.8,14.4,101,108,,jonesja02
14,Juwan Howard,39,7,2,51,10.4,19.7,.526,0.0,0.0,,10.4,19.7,.526,.526,1.0,1.0,1.000,0.0,8.3,8.3,6.2,0.0,0.0,4.2,9.3,21.8,98,108,,howarju01
15,Jarvis Varnado,24,8,0,40,1.3,4.0,.333,0.0,0.0,,1.3,4.0,.333,.333,0.0,0.0,,1.3,6.6,7.9,2.6,0.0,2.6,6.6,11.9,2.6,44,106,,varnaja01
16,Josh Harrellson,23,6,0,31,6.8,15.4,.444,1.7,8.5,.200,5.1,6.8,.750,.500,1.7,3.4,.500,5.1,6.8,12.0,0.0,1.7,1.7,5.1,6.8,17.1,87,104,,harrejo01
17,Terrel Harris,25,7,0,29,3.7,14.6,.250,0.0,1.8,.000,3.7,12.8,.286,.250,11.0,14.6,.750,7.3,9.1,16.4,3.7,0.0,0.0,7.3,5.5,18.3,88,107,,harrite01
18,Dexter Pittman,24,4,0,12,13.2,22.1,.600,0.0,0.0,,13.2,22.1,.600,.600,0.0,0.0,,17.6,13.2,30.9,0.0,0.0,0.0,8.8,17.6,26.5,103,104,,pittmde01
