Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
1,LeBron James,31,76,76,2709,14.0,26.9,.520,1.7,5.4,.309,12.3,21.5,.573,.551,6.8,9.3,.731,2.1,8.6,10.7,9.8,2.0,0.9,4.7,2.7,36.5,116,103,MVP-3DPOY-11ASNBA1,jamesle01
2,Kevin Love,27,77,77,2424,8.7,20.7,.419,3.4,9.3,.360,5.3,11.4,.467,.499,5.5,6.7,.822,3.2,13.0,16.2,3.9,1.2,0.9,3.0,3.4,26.2,112,102,,loveke01
3,J.R. Smith,30,77,77,2362,7.7,18.5,.415,4.4,11.1,.400,3.2,7.4,.438,.535,1.0,1.5,.634,0.9,3.8,4.7,2.8,1.8,0.5,1.3,4.4,20.8,110,106,,smithjr01
4,Tristan Thompson,24,82,34,2269,5.6,9.5,.588,0.0,0.0,,5.6,9.5,.588,.588,3.4,5.5,.616,6.1,10.7,16.7,1.4,0.9,1.2,1.4,4.6,14.6,130,104,6MOY-10,thomptr01
5,Matthew Dellavedova,25,76,14,1867,5.7,14.1,.405,2.7,6.6,.410,3.0,7.5,.401,.501,1.6,1.8,.864,0.9,3.6,4.5,9.3,1.2,0.2,3.2,4.9,15.7,109,108,,dellama01
6,Kyrie Irving,23,53,53,1667,12.2,27.1,.448,2.6,8.1,.321,9.6,19.0,.502,.496,5.2,5.9,.885,1.4,3.5,4.8,7.7,1.7,0.6,3.8,3.3,32.1,109,106,,irvinky01
7,Richard Jefferson,35,74,5,1326,5.6,12.1,.458,2.6,6.7,.382,3.0,5.4,.554,.564,2.3,3.4,.667,0.6,4.4,5.0,2.3,1.3,0.5,1.7,5.0,15.9,112,107,,jefferi01
8,Timofey Mozgov,29,76,48,1326,7.9,13.9,.565,0.0,0.3,.143,7.8,13.7,.574,.567,2.6,3.7,.716,4.3,8.8,13.1,1.3,0.9,2.2,2.8,6.2,18.4,112,103,,mozgoti01
9,Iman Shumpert,25,54,5,1316,4.5,11.9,.374,1.7,5.7,.295,2.8,6.2,.447,.444,1.6,2.0,.784,1.3,6.7,7.9,3.6,2.1,0.7,2.2,4.7,12.2,97,103,,shumpim01
10,Mo Williams,33,41,14,748,9.1,20.8,.437,2.5,7.0,.353,6.6,13.8,.480,.497,2.6,2.9,.905,0.4,4.5,5.0,6.7,1.0,0.3,3.9,4.1,23.3,102,108,,willima01
11,James Jones,35,48,0,463,6.4,15.8,.408,4.6,11.6,.394,1.9,4.2,.447,.553,2.3,2.9,.808,0.9,4.7,5.6,1.6,1.2,1.1,1.4,5.6,19.8,114,106,,jonesja02
12,Channing Frye,32,26,3,446,8.2,18.6,.441,5.0,13.2,.377,3.2,5.4,.596,.575,1.3,1.6,.786,1.4,9.3,10.7,3.0,0.9,0.9,1.5,6.5,22.6,117,104,,fryech01
13,Jared Cunningham,24,40,3,355,4.6,13.2,.352,1.4,4.6,.313,3.2,8.6,.373,.407,4.3,7.0,.625,0.4,3.8,4.2,2.8,1.7,0.3,2.6,5.4,15.1,91,106,,cunnija01
14,Anderson Varejão,33,31,0,310,5.3,12.6,.421,0.0,0.2,.000,5.3,12.5,.427,.421,2.7,3.5,.762,4.0,11.1,15.1,3.3,1.8,0.8,2.7,5.8,13.3,100,102,,varejan01
15,Jordan McRae,24,15,1,113,10.5,23.7,.442,3.2,5.0,.636,7.3,18.7,.390,.510,4.1,5.9,.692,0.9,4.6,5.5,6.8,0.0,0.5,4.1,4.6,28.2,104,110,,mcraejo01
16,Sasha Kaun,30,25,0,95,4.9,9.2,.529,0.0,0.0,,4.9,9.2,.529,.529,2.7,6.0,.455,6.5,7.6,14.1,1.6,2.2,2.7,3.8,6.0,12.5,100,100,,kaunsa01
17,Dahntay Jones,35,1,0,42,7.4,17.2,.429,1.2,2.5,.500,6.1,14.7,.417,.464,0.0,0.0,,1.2,4.9,6.1,2.5,1.2,2.5,0.0,7.4,15.9,106,104,,jonesda02
18,Joe Harris,24,5,0,15,3.4,13.7,.250,3.4,13.7,.250,0.0,0.0,,.375,0.0,0.0,,0.0,10.3,10.3,6.9,0.0,0.0,3.4,3.4,10.3,81,107,,harrijo01
