Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
1,Luka Dončić,25,5,5,208,11.9,26.3,.452,4.0,11.6,.348,7.8,14.7,.534,.529,10.4,11.6,.891,0.5,8.3,8.8,7.3,1.3,0.8,5.1,4.0,38.2,116,116,,doncilu01
2,LeBron James,40,5,5,204,11.1,22.7,.489,2.6,7.2,.357,8.5,15.5,.550,.545,8.0,10.3,.775,3.1,8.5,11.6,7.2,2.6,2.3,3.3,2.1,32.7,123,112,,jamesle01
3,Austin Reaves,26,5,5,196,8.0,19.6,.411,4.0,12.6,.319,4.0,7.0,.577,.514,1.6,1.9,.857,1.1,6.2,7.2,4.8,0.3,0.8,3.8,4.8,21.7,100,120,,reaveau01
4,Rui Hachimura,26,5,5,182,8.1,16.5,.491,4.3,9.0,.484,3.8,7.5,.500,.623,0.9,0.9,1.000,1.2,5.5,6.6,1.4,0.9,0.9,2.0,3.5,21.4,115,120,,hachiru01
5,Dorian Finney-Smith,31,5,1,170,3.7,9.0,.414,2.2,5.9,.368,1.5,3.1,.500,.534,0.0,0.0,,3.1,3.4,6.5,4.0,0.3,0.6,1.5,5.3,9.6,117,123,,finnedo01
6,Gabe Vincent,28,5,0,99,2.7,7.4,.357,2.1,6.9,.308,0.5,0.5,1.000,.500,0.0,0.0,,0.0,2.7,2.7,2.7,0.5,1.1,0.5,4.2,7.4,108,122,,vincega01
7,Jarred Vanderbilt,25,5,0,60,1.8,5.3,.333,0.0,0.9,.000,1.8,4.4,.400,.333,2.6,3.5,.750,3.5,13.1,16.6,4.4,2.6,0.9,2.6,7.9,6.1,103,109,,vandeja01
8,Jordan Goodwin,26,4,0,31,1.7,8.5,.200,0.0,3.4,.000,1.7,5.1,.333,.200,1.7,3.4,.500,3.4,5.1,8.5,3.4,1.7,1.7,1.7,11.9,5.1,78,117,,goodwjo01
9,Jaxson Hayes,24,4,4,31,5.1,13.6,.375,0.0,0.0,,5.1,13.6,.375,.375,1.7,3.4,.500,8.5,5.1,13.6,1.7,0.0,1.7,1.7,13.6,11.9,102,120,,hayesja02
10,Maxi Kleber,33,1,0,5,0.0,10.5,.000,0.0,10.5,.000,0.0,0.0,,.000,21.0,21.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,10.5,10.5,21.0,75,126,,klebima01
11,Bronny James,20,2,0,4,0.0,26.3,.000,0.0,26.3,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,127,,jamesbr02
12,Dalton Knecht,23,2,0,4,26.3,65.7,.400,13.1,52.6,.250,13.1,13.1,1.000,.500,0.0,0.0,,26.3,13.1,39.4,0.0,0.0,0.0,0.0,0.0,65.7,116,116,,knechda01
13,Alex Len,31,2,0,4,0.0,13.1,.000,0.0,0.0,,0.0,13.1,.000,.000,0.0,0.0,,39.4,13.1,52.6,0.0,0.0,0.0,0.0,0.0,0.0,127,116,,lenal01
14,Shake Milton,28,2,0,4,0.0,13.1,.000,0.0,0.0,,0.0,13.1,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.0,0,126,,miltosh01
