Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
1,LeBron James,28,23,23,960,12.1,24.7,.491,2.1,5.5,.375,10.1,19.2,.524,.532,7.8,10.0,.777,2.1,8.9,11.0,8.7,2.3,1.0,4.0,2.5,34.1,118,101,Finals MVP-1,jamesle01
2,Dwyane Wade,31,22,22,782,10.1,22.1,.457,0.1,0.3,.250,10.0,21.9,.460,.459,4.2,5.6,.750,2.7,4.5,7.2,7.4,2.7,1.6,4.1,3.2,24.5,102,103,,wadedw01
3,Chris Bosh,28,23,23,751,8.0,17.6,.458,1.1,2.7,.405,7.0,14.9,.468,.490,3.2,4.4,.733,2.8,9.4,12.2,2.5,1.7,2.6,2.0,4.9,20.4,108,100,,boshch01
4,Mario Chalmers,26,23,23,650,6.4,15.5,.415,2.0,5.7,.353,4.4,9.7,.452,.481,3.4,4.5,.755,0.8,3.6,4.5,6.0,1.8,0.1,3.2,5.9,18.3,103,106,,chalmma01
5,Ray Allen,37,23,0,573,7.1,16.5,.430,3.7,9.2,.406,3.4,7.3,.461,.544,4.5,5.2,.870,1.2,4.9,6.1,2.8,1.2,0.3,2.6,4.0,22.4,114,107,,allenra02
6,Norris Cole,24,21,0,418,6.4,13.4,.480,2.2,4.2,.531,4.2,9.2,.457,.564,1.8,2.5,.737,0.8,4.3,5.1,5.5,2.0,0.3,3.0,5.3,17.0,109,105,,coleno01
7,Shane Battier,34,22,0,392,3.8,13.0,.290,3.6,12.3,.295,0.1,0.7,.200,.430,3.2,3.9,.821,1.3,4.1,5.3,1.7,0.7,0.8,0.7,6.9,14.4,108,108,,battish01
8,Udonis Haslem,32,22,19,357,7.9,13.2,.593,0.0,0.0,,7.9,13.2,.593,.593,1.2,2.2,.571,4.0,8.3,12.3,0.9,2.3,0.8,2.2,8.3,16.9,113,101,,hasleud01
9,Chris Andersen,34,20,0,303,8.3,10.3,.807,0.0,0.0,,8.3,10.3,.807,.807,6.5,8.9,.735,5.8,8.0,13.8,0.5,1.6,4.0,2.0,9.6,23.2,150,99,,anderch01
10,Mike Miller,32,17,5,232,5.0,10.7,.467,3.8,8.5,.444,1.2,2.1,.556,.644,0.0,0.0,,0.7,7.1,7.8,3.6,1.9,0.5,1.2,6.2,13.7,126,103,,millemi01
11,Joel Anthony,30,14,0,71,2.3,7.7,.300,0.0,0.0,,2.3,7.7,.300,.300,0.0,0.0,,7.7,8.5,16.3,0.0,1.5,3.1,2.3,10.1,4.6,87,100,,anthojo01
12,Rashard Lewis,33,11,0,47,9.4,23.4,.400,0.0,4.7,.000,9.4,18.7,.500,.400,1.2,2.3,.500,1.2,7.0,8.2,4.7,2.3,2.3,7.0,5.8,19.9,72,101,,lewisra02
13,James Jones,32,9,0,33,5.0,11.7,.429,5.0,6.7,.750,0.0,5.0,.000,.643,0.0,0.0,,0.0,5.0,5.0,0.0,0.0,1.7,3.3,5.0,15.0,93,108,,jonesja02
