Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
1,LeBron James,23,75,74,3027,14.0,28.9,.484,2.0,6.3,.315,12.0,22.6,.531,.518,9.7,13.6,.712,2.3,8.1,10.4,9.5,2.4,1.4,4.5,2.9,39.6,116,104,MVP-4ASNBA1,jamesle01
2,Zydrunas Ilgauskas,32,73,73,2222,10.0,21.1,.474,0.0,0.0,.000,10.0,21.0,.475,.474,4.7,5.8,.802,6.3,10.0,16.3,2.5,0.8,2.9,3.2,5.9,24.7,108,104,,ilgauzy01
3,Daniel Gibson,21,58,26,1765,6.1,14.0,.432,3.6,8.1,.440,2.5,5.9,.421,.559,2.6,3.2,.810,0.9,3.1,4.0,4.4,1.4,0.4,2.3,4.9,18.3,116,110,,gibsoda01
4,Devin Brown,29,78,20,1762,6.6,16.0,.409,1.4,4.4,.308,5.2,11.6,.447,.451,3.2,4.3,.754,2.0,6.0,7.9,5.3,1.6,0.2,3.0,4.4,17.7,102,108,,brownde02
5,Drew Gooden,26,51,51,1564,7.9,17.8,.444,0.0,0.1,.000,7.9,17.7,.446,.444,3.7,5.1,.728,4.0,10.4,14.4,1.7,1.2,1.0,3.1,4.9,19.5,98,105,,goodedr01
6,Damon Jones,31,67,3,1336,6.0,14.5,.416,4.6,11.0,.417,1.4,3.5,.414,.574,0.8,1.1,.714,0.2,2.7,2.9,5.0,0.8,0.0,1.4,2.6,17.4,121,112,,jonesda01
7,Anderson Varejão,25,48,13,1320,5.5,11.9,.461,0.0,0.1,.000,5.5,11.8,.464,.461,2.0,3.3,.598,5.4,10.7,16.1,2.1,1.5,1.0,2.4,5.4,12.9,103,104,,varejan01
8,Larry Hughes,29,40,32,1210,7.9,21.0,.377,1.9,5.5,.341,6.0,15.5,.389,.422,3.9,4.8,.815,1.2,5.1,6.3,4.1,2.6,0.5,3.2,4.0,21.6,96,106,,hughela01
9,Sasha Pavlović,24,51,45,1188,6.5,18.1,.362,1.5,5.1,.298,5.0,13.0,.388,.404,2.4,3.5,.688,1.6,4.2,5.7,3.7,1.3,0.3,2.5,5.2,17.0,93,109,,pavloal01
10,Delonte West,24,26,26,806,6.5,14.9,.440,1.9,5.2,.367,4.6,9.6,.479,.504,2.7,3.4,.788,1.2,5.2,6.4,7.7,1.9,1.3,3.4,3.9,17.7,108,107,,westde01
11,Ira Newble,33,41,13,650,5.8,12.9,.449,1.2,3.7,.333,4.6,9.3,.496,.497,1.6,2.1,.769,3.4,6.0,9.3,1.1,2.2,0.6,2.5,5.2,14.5,101,106,,newblir01
12,Joe Smith,32,27,1,580,8.0,15.6,.512,0.0,0.2,.000,8.0,15.4,.518,.512,4.1,6.3,.652,5.0,7.4,12.5,1.7,0.8,1.5,2.0,6.7,20.1,114,107,,smithjo02
13,Ben Wallace,33,22,22,578,3.4,7.5,.457,0.0,0.0,,3.4,7.5,.457,.457,1.8,4.1,.432,5.4,9.6,15.0,1.2,1.8,3.4,1.7,3.2,8.6,104,102,,wallabe01
14,Wally Szczerbiak,30,25,1,556,7.2,20.0,.359,1.8,5.0,.365,5.4,15.0,.357,.404,3.4,3.9,.878,1.7,6.0,7.8,3.4,0.9,0.7,1.9,3.4,19.6,99,109,,szczewa02
15,Dwayne Jones,24,56,0,472,2.8,5.3,.532,0.0,0.1,.000,2.8,5.2,.543,.532,3.2,6.5,.483,7.8,8.0,15.8,1.1,1.1,2.8,1.9,9.9,8.8,116,104,,jonesdw02
16,Eric Snow,34,22,5,305,1.0,6.6,.158,0.0,0.3,.000,1.0,6.3,.167,.158,1.7,3.8,.455,0.7,2.8,3.5,7.3,1.7,0.7,1.7,5.2,3.8,77,109,,snower01
17,Shannon Brown,22,15,4,218,10.0,27.1,.369,2.2,7.1,.310,7.8,20.0,.390,.410,3.4,5.6,.609,1.2,3.2,4.4,4.2,2.4,0.2,4.6,6.6,25.6,86,108,,brownsh01
18,Donyell Marshall,34,11,1,156,4.4,15.0,.295,2.7,7.8,.348,1.7,7.2,.238,.386,2.4,3.1,.778,3.1,7.2,10.2,1.7,0.7,3.1,2.0,5.5,14.0,94,106,,marshdo01
19,Cedric Simmons,22,7,0,68,1.6,4.7,.333,0.0,0.0,,1.6,4.7,.333,.333,0.0,6.3,.000,3.9,7.8,11.7,0.0,1.6,3.9,3.1,5.5,3.1,48,103,,simmoce01
20,Billy Thomas,32,7,0,34,6.3,21.9,.286,6.3,20.4,.308,0.0,1.6,.000,.429,0.0,0.0,,0.0,3.1,3.1,0.0,1.6,0.0,4.7,6.3,18.8,73,110,,thomabi01
21,Demetris Nichols,23,3,0,14,3.8,30.4,.125,0.0,11.4,.000,3.8,19.0,.200,.125,0.0,0.0,,0.0,3.8,3.8,0.0,0.0,0.0,7.6,0.0,7.6,23,113,,nichode01
22,Kaniel Dickens,29,5,0,12,4.4,13.3,.333,0.0,0.0,,4.4,13.3,.333,.333,0.0,0.0,,0.0,4.4,4.4,4.4,0.0,4.4,0.0,4.4,8.9,90,107,,dickeka01
23,Lance Allred,26,3,0,10,5.3,21.3,.250,0.0,0.0,,5.3,21.3,.250,.250,5.3,10.6,.500,0.0,5.3,5.3,0.0,0.0,0.0,0.0,5.3,16.0,72,112,,allrela01
