Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
1,LeBron James,30,20,20,844,14.2,34.1,.417,1.6,6.9,.227,12.7,27.2,.465,.440,7.6,10.5,.731,2.3,11.8,14.2,10.6,2.1,1.3,5.1,3.6,37.7,105,99,,jamesle01
2,Tristan Thompson,23,20,15,727,5.2,9.4,.558,0.0,0.0,,5.2,9.4,.558,.558,3.5,6.0,.585,6.4,9.3,15.7,0.7,0.4,1.7,1.1,3.6,14.0,128,104,,thomptr01
3,Iman Shumpert,24,20,16,695,4.5,12.5,.360,2.5,7.1,.355,2.0,5.4,.366,.460,2.3,3.0,.750,1.8,5.7,7.5,1.8,1.9,1.2,1.0,3.8,13.8,109,104,,shumpim01
4,J.R. Smith,29,18,4,560,7.8,19.5,.403,4.8,13.4,.359,3.0,6.0,.500,.527,1.3,1.9,.700,0.9,7.2,8.0,2.1,1.6,0.9,1.4,5.1,21.8,110,104,,smithjr01
5,Timofey Mozgov,28,20,20,529,7.4,14.8,.500,0.0,0.0,,7.4,14.8,.500,.500,6.4,8.1,.790,5.7,8.9,14.6,1.3,0.8,3.6,3.7,5.7,21.2,111,101,,mozgoti01
6,Matthew Dellavedova,24,20,7,497,5.0,14.5,.346,2.6,8.1,.316,2.4,6.4,.383,.434,2.7,3.4,.781,1.1,3.3,4.4,5.6,1.0,0.0,3.7,5.5,15.2,95,108,,dellama01
7,Kyrie Irving,22,13,13,464,9.2,21.1,.438,3.1,6.8,.450,6.2,14.3,.432,.511,6.6,7.9,.841,1.1,4.2,5.4,5.7,1.9,1.3,2.3,3.3,28.2,120,104,,irvinky01
8,James Jones,34,20,0,311,4.4,12.8,.347,3.7,10.9,.344,0.7,1.9,.364,.493,2.2,2.4,.929,0.2,4.8,4.9,1.5,1.4,0.5,0.9,7.1,14.8,113,106,,jonesja02
9,Kevin Love,26,4,4,107,8.4,20.3,.415,4.5,10.4,.429,4.0,9.9,.400,.524,6.9,9.4,.737,3.0,10.9,13.8,4.9,0.5,1.0,3.0,5.9,28.2,118,104,,loveke01
10,Mike Miller,34,9,1,65,2.4,4.1,.600,2.4,4.1,.600,0.0,0.0,,.900,0.0,0.0,,0.0,8.1,8.1,0.0,0.8,0.8,0.8,4.9,7.3,139,105,,millemi01
11,Kendrick Perkins,30,8,0,33,3.2,12.8,.250,0.0,0.0,,3.2,12.8,.250,.250,9.6,16.0,.600,3.2,11.2,14.4,0.0,0.0,4.8,6.4,9.6,16.0,72,100,,perkike01
12,Shawn Marion,36,6,0,25,2.1,12.7,.167,0.0,0.0,,2.1,12.7,.167,.167,0.0,0.0,,4.2,8.5,12.7,2.1,4.2,0.0,0.0,2.1,4.2,68,98,,mariosh01
13,Joe Harris,23,6,0,16,6.6,19.8,.333,3.3,9.9,.333,3.3,9.9,.333,.417,9.9,13.2,.750,0.0,3.3,3.3,3.3,0.0,0.0,3.3,3.3,26.5,103,111,,harrijo01
14,Brendan Haywood,35,1,0,2,0.0,26.5,.000,0.0,0.0,,0.0,26.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,113,,haywobr01
