Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
1,LeBron James,26,21,21,922,10.5,22.5,.466,1.8,5.1,.353,8.7,17.4,.500,.507,7.2,9.4,.763,2.1,8.6,10.6,7.4,2.1,1.5,4.0,3.4,30.0,113,102,,jamesle01
2,Chris Bosh,26,21,21,834,9.2,19.4,.474,0.0,0.3,.000,9.2,19.1,.481,.474,7.6,9.3,.814,3.1,8.7,11.9,1.5,0.9,1.3,2.7,3.2,26.0,111,104,,boshch01
3,Dwyane Wade,29,21,21,828,12.2,25.1,.485,0.9,3.5,.269,11.2,21.6,.520,.504,9.3,12.0,.777,2.9,7.2,10.1,6.2,2.3,1.9,4.3,3.6,34.6,113,102,,wadedw01
4,Joel Anthony,28,21,13,575,1.7,4.7,.367,0.0,0.0,,1.7,4.7,.367,.367,2.1,3.0,.710,3.4,6.0,9.4,1.0,0.8,3.7,1.3,5.2,5.6,105,104,,anthojo01
5,Mario Chalmers,24,21,1,511,5.9,13.5,.435,3.5,9.1,.381,2.4,4.4,.550,.565,2.5,3.5,.719,0.4,3.9,4.4,4.8,2.9,0.1,3.0,5.2,17.7,109,104,,chalmma01
6,Mike Bibby,32,20,20,415,3.6,12.9,.281,2.3,8.8,.258,1.3,4.0,.333,.370,0.3,0.5,.500,0.7,4.2,4.8,3.1,1.5,0.8,2.3,4.0,9.8,78,107,,bibbymi01
7,Udonis Haslem,30,12,0,290,5.2,13.0,.397,0.0,0.0,,5.2,13.0,.397,.397,1.7,1.9,.900,2.5,7.9,10.4,1.7,1.2,0.8,2.1,5.9,12.1,91,105,,hasleud01
8,James Jones,30,12,0,272,4.9,10.4,.471,3.5,7.6,.459,1.4,2.9,.500,.637,2.7,2.7,1.000,0.6,5.5,6.1,0.4,1.2,0.4,0.8,4.9,16.0,134,107,,jonesja02
9,Mike Miller,30,18,0,215,4.7,13.7,.340,2.8,9.6,.297,1.8,4.1,.438,.443,0.0,0.0,,2.3,10.3,12.7,3.4,1.8,0.3,2.1,6.7,12.2,95,102,,millemi01
10,Zydrunas Ilgauskas,35,9,8,104,7.5,16.0,.467,0.0,0.0,,7.5,16.0,.467,.467,2.1,3.2,.667,8.0,9.1,17.1,1.6,0.0,1.6,4.8,8.6,17.1,95,105,,ilgauzy01
11,Juwan Howard,37,11,0,60,3.7,8.3,.444,0.0,0.0,,3.7,8.3,.444,.444,8.3,12.1,.692,2.8,6.5,9.3,0.9,0.0,0.0,1.9,7.4,15.8,117,109,,howarju01
12,Eddie House,32,7,0,48,4.6,19.7,.235,3.5,11.6,.300,1.2,8.1,.143,.324,0.0,0.0,,1.2,4.6,5.8,1.2,4.6,0.0,4.6,7.0,12.7,60,100,,houseed01
13,Jamaal Magloire,32,3,0,18,6.2,15.5,.400,0.0,0.0,,6.2,15.5,.400,.400,0.0,0.0,,3.1,12.4,15.5,6.2,3.1,0.0,3.1,12.4,12.4,90,98,,magloja01
